"session","created","modified","ended","expired","respondentID","knowledgeFuelGas","knowledgeFuelElec","knowledgeSub","householdVehicles","currentVehType","currentVehTypeOther","parkingHousehold","parkingHouseholdOther","neighborEV","considerPHEV","considerBEV","yearOfBirth","gender","genderOther","ethnicity","ethnicityOther","education","work","housingType","housingTypeOther","housingOwner","housingOwnerOther","householdSize","political","politicalOther","covidEmployment","feedback"
"rSnQBg-4JPK7qfzpula2VQZEOy9RIKSW7VSWP-2mvXrjU6BfKawpYaIFpyNFMvCK","2021-11-02 13:18:15","2021-11-02 13:21:57","2021-11-02 13:21:57","","3174","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","SFH","","2","probablyNot","probablyNot","1947","male","","white","","degree_bs","retired","detached","","own","","1","very_conservative","","no",""
"XZGg8-GIDy6Z3fQEP31lefT2SwwcqfFjisUHxWfCkV2ITABnhWlmk8_yyBe6P1jH","2021-11-02 13:42:15","2021-11-02 13:45:39","2021-11-02 13:45:39","","9899","hev","hev, phev, bev","5000","1","Gasoline","","driveway","","3","maybe","probablyYes","1960","female","","white","","degree_associate","retired","detached","","rent","","3","moderate","","no","None"
"FowNKvpvAqbYikH246EJBXzCPACSZQaTeENom0cZ6quAke22Gw7EiJmt6n3DmFuw","2021-11-02 13:56:38","2021-11-02 13:58:23","2021-11-02 13:58:23","","6872","hev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyNot","definitelyNot","1958","female","","white","","college_some","retired","detached","","rent","","2","liberal","","no",""
"_6pe6mW_2cbLbTqjAGMbyilIxLJ13HQ-50Jzm9ws6KDjVJ7b4vQeMztQQVdIhNdx","2021-11-02 14:45:19","2021-11-02 14:47:42","2021-11-02 14:47:42","","4005","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway","","3","probablyYes","probablyYes","1951","male","","white","","hs","retired","apartment","","rent","","1","liberal","","no","Thanks for the survey "
"ZrwItiVwH8AE7vrbpjTTIGOrwe5e6Nu2OYCc95_Dnf9j8mZ6-K_13wg2C-tgFqgn","2021-11-02 15:14:30","2021-11-02 15:16:12","2021-11-02 15:16:12","","9965","hev","hev, phev, bev","not_sure","1","Gasoline","","SFH","","3","probablyNot","definitelyNot","1955","female","","white","","degree_associate","retired","detached","","own","","1","moderate","","no",""
"85kSafvK_anPbPgk4jFIPdwednJCl3g5Q4FKMoAh1efxcdSOQW7dS9E1-kpZ57ut","2021-11-02 23:33:11","2021-11-02 23:51:30","2021-11-02 23:51:30","","6028","hev","phev, bev","not_sure","2","Gasoline","","SFH","","2","definitelyNot","definitelyNot","1951","male","","","Human","degree_ms","retired","detached","","own","","2","very_conservative","","no",""
"X4eKGnBc8fmApRm8U55sTXMAxqiSl4mES-z20ltZdTOm6pHg_S9xcG2ov3EOsLDM","2021-11-02 23:43:18","2021-11-02 23:45:31","2021-11-02 23:45:31","","7629","hev, phev","phev, bev","not_sure","2","Gasoline","","street, driveway","","3","definitelyNot","definitelyNot","1948","male","","white","","degree_associate","retired","detached","","own","","3","liberal","","no","IT WAS FINE"
"zvnsPyJZQegUbfXMXkN-5RZMCbuzS47QZlj6YkDebbFYTPAa9NJlNUcq_J1p72pW","2021-11-03 00:44:29","2021-11-03 00:47:21","2021-11-03 00:47:22","","5380","hev","phev","not_sure","1","Gasoline","","SFH","","3","probablyNot","definitelyNot","1930","female","","white","","college_some","retired","townhome","","own","","1","moderate","","no",""
"6ynzBpoFzhYc4Xd_Z45YiQnVqi5GmcZ556K1dDEh7ZAcrj1UvwtRsUXPCLpOcLRT","2021-11-03 01:39:43","2021-11-03 01:43:27","2021-11-03 01:43:27","","5329","hev","phev","not_sure","1","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1941","female","","white","","hs","retired","mobile","","own","","1","very_conservative","","no",""
"Uyi-MscjR9CQfDZtr24l7lHgfCXa1RnWYKGGuNLqScZXkewRcfNVWrIr3xjYV0K2","2021-11-03 02:53:37","2021-11-03 02:55:46","2021-11-03 02:55:46","","2363","hev","phev, bev","not_sure","3","Gasoline","","driveway, SFH","","1","maybe","maybe","1978","male","","white","","college_some","not_employed_not_looking","detached","","own","","5 or more","moderate","","yes",""
"xwQ1tkVne-vzU1tkuWl6XKr4c38L4LM4RRWN0YTRqc6503igDk_6qNSRmPLNHwBb","2021-11-03 03:23:33","2021-11-03 03:25:57","2021-11-03 03:25:57","","3248","hev","phev, bev","not_sure","3","Gasoline","","driveway, SFH","","3","probablyNot","probablyNot","1947","female","","white","","degree_bs","retired","detached","","own","","2","liberal","","no",""
"_GNit7pQwJzTcLN19dE9JvqkbTJaEOD8CcCmg8JYpY-OcQJsW81lY7hxtvrC_i7v","2021-11-03 03:26:43","2021-11-03 03:28:16","2021-11-03 03:28:16","","2377","bev","hev","5000","1","Gasoline","","SFH","","2","definitelyNot","definitelyNot","1978","female","","hispanic","","degree_associate","employed_over40","detached","","own","","3","moderate","","no",""
"a9LYdLLSaDg1cOzS051DiJTXjNrBU0Er1YH_zhliFK9tYOnbl_wOogD49dNyRbLj","2021-11-03 04:24:09","2021-11-03 04:26:30","2021-11-03 04:26:30","","1626","hev","phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyNot","probablyNot","1952","female","","white","","hs","retired","apartment","","rent","","1","moderate","","no",""
"ny7W2EWjw5GHBgrjw6vIWeQdPsTv09ZeS8tQFpI2mVlNnZCbF6wux0vRfPs2JIcU","2021-11-03 04:52:19","2021-11-03 05:02:43","2021-11-03 05:02:43","","7850","hev","phev","not_sure","1","Gasoline","","street, driveway, SFH","","2","probablyNot","probablyNot","1952","female","","white","","degree_bs","retired","detached","","own","","3","liberal","","no",""
"i8S-dCZK1vdh5bQMuT2y_DCunXOmeGz37YlFPoO6X6KFQlyLLjflgrrXsr2YLl5a","2021-11-03 06:34:07","2021-11-03 06:35:44","2021-11-03 06:35:44","","1589","hev, phev","phev, bev","not_sure","1","Hybrid","","SFH","","3","probablyYes","probablyYes","1946","female","","asian","","degree_bs","retired","detached","","own","","1","moderate","","no",""
"_L6GHam954rsbD23RYE2X3FtSFCyMWnO5nngKCY57KPumrIs7anuTeUwBQCH4mda","2021-11-03 07:54:35","2021-11-03 07:58:05","2021-11-03 07:58:05","","6601","hev, phev","phev","7500","1","Gasoline","","driveway","","2","definitelyYes","probablyYes","1980","male","","black","","hs","employed_over40","detached","","rent","","3","moderate","","no",""
"jvA9i_HsY_apS-UvZkiNSpZSIdhbO-VEqmaEmqXZgd6HqZS-wjOWxYEw_vjZC28m","2021-11-03 13:09:46","2021-11-03 13:11:13","2021-11-03 13:11:13","","2668","phev","","not_sure","2","Gasoline","","driveway","","2","definitelyYes","definitelyYes","1950","male","","white","","hs","employed_under40","detached","","own","","2","very_conservative","","no",""
"cO-ad9oKvjnImi27PRZxL8qaCUFvV90KM1IZXFAx_XsyshPdQHhBaPS6O4En-l1O","2021-11-03 16:10:57","2021-11-03 16:12:16","2021-11-03 16:12:16","","7625","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","street, driveway","","2","probablyYes","maybe","1985","female","","asian, white","","vocational","not_employed_not_looking","detached","","rent","","5 or more","conservative","","no",""
"e_A0xvGtoaE6vTp_GxdFqREE5J7vZsm4u85o_vvk5_LpWLGkzXhpIT2Ni7irSoD-","2021-11-03 16:11:16","2021-11-03 16:12:55","2021-11-03 16:12:55","","136","hev","hev, phev, bev","not_sure","1","Gasoline","","shared_lot","","2","definitelyNot","definitelyNot","1943","female","","white","","college_some","retired","apartment","","rent","","2","very_liberal","","no",""
"kisLCihnDLvfjY6PHJ7iyLkCkerGhR5C062rMXyzPokivLsbYhUgkZZzrgNsbd1o","2021-11-03 17:14:01","2021-11-03 17:17:29","2021-11-03 17:17:29","","3834","hev","hev, bev","not_sure","0","","","driveway","","3","probablyYes","probablyYes","1975","female","","white, native","","college_some","employed_over40","prefer_not_say","Camper","rent","","2","moderate","","yes",""
"CIqI5Jp3krAcdk-5-Af18QEli5D53I8Utmy88_xCVfe_8GxK4Ul4YAFL1sVsEjQp","2021-11-03 18:14:32","2021-11-03 18:16:51","2021-11-03 18:16:51","","1842","hev, phev","phev, bev","2500","2","Gasoline","","shared_lot","","2","definitelyYes","definitelyYes","1975","male","","white","","hs","employed_over40","detached","","own","","2","conservative","","no",""
"9gc91mRJ7VIJ-APvDq5PEaOzcicAr6Jd1LW0B8vUw4RvSxRh9nxbIAU1c1GSkLhE","2021-11-03 18:14:45","2021-11-03 18:16:09","2021-11-03 18:16:09","","9707","","hev, phev, bev","7500","1","Gasoline","","driveway","","1","probablyYes","probablyYes","1994","female","","white","","hs","not_employed_not_looking","townhome","","rent","","2","prefer_not_say","","yes",""
"8X2jrYI48_S7hOixHh0kbCTQKxH-urQO5v4fbfcQtP6xqn7Xp92d1f_O2_0CVVP5","2021-11-03 18:14:50","2021-11-03 18:15:57","2021-11-03 18:15:57","","3425","hev","phev, bev","2500","2","Gasoline","","SFH, shared_garage","","1","maybe","maybe","1985","female","","hispanic","","degree_associate","employed_over40","mobile","","own","","4","moderate","","no",""
"vAQjzzZyYJ0aX2cO9-aYD5bUMzd5CF2sD4a64yl-EmIBFjr1CqB1e8JayMbwYQCv","2021-11-03 18:15:05","2021-11-03 18:22:14","2021-11-03 18:22:14","","1660","hev","hev","2500","1","Gasoline","","street, driveway","","2","maybe","maybe","1991","male","","white","","hs","not_employed_yes_looking","townhome","","rent","","3","liberal","","yes",""
"Nc3Ov4-hu5y31gwdMD-bG266GqDCMx_SpjPkNNf58aNd-dbRjwBqyE42Vi9QNNxk","2021-11-03 18:15:45","2021-11-03 18:17:15","2021-11-03 18:17:15","","8643","hev","phev","5000","1","Gasoline","","SFH","","2","probablyYes","probablyYes","1988","female","","white","","degree_associate","employed_over40","detached","","rent","","3","moderate","","yes","None at this time"
"g4JWMPOtLF_v6OB3-xR6tLJB4JvOJTHuy008bMU6TiFChZGJ2wobg4zgefpRUUVq","2021-11-03 18:16:34","2021-11-03 18:18:15","2021-11-03 18:18:15","","395","hev","phev","not_sure","1","Gasoline","","driveway","","2","maybe","maybe","1999","female","","black","","college_some","employed_under40","detached","","own","","3","moderate","","yes",""
"vaYl3mJO5gapK1TWSxBkqxSJEbLjS7wbKjCW8GJyMmDrMEN9LyTlkmbyxGfnehsV","2021-11-03 18:17:22","2021-11-03 18:20:19","2021-11-03 18:20:19","","9582","hev, phev","hev, phev, bev","not_sure","0","","","shared_lot","","2","probablyNot","definitelyNot","1986","male","","white","","hs","not_employed_yes_looking","apartment","","rent","","4","very_conservative","","yes","None"
"mvznefBdq634tHqrhiaAR5D52SByy7tfTGKTUN7jxDWCmPPQrDQ2nfLbLLbhlvT7","2021-11-03 18:18:02","2021-11-03 18:19:38","2021-11-03 18:19:38","","1523","hev","phev, bev","not_sure","1","Gasoline","","SFH","","2","maybe","maybe","1967","male","","black","","college_some","employed_under40","detached","","own","","3","liberal","","no","None"
"VKI1C9p1tvXP9Vx0gT0iv6fQ_4DdEkvGfQIKg-DP3BqSBtCugkc4DGIWDXLvVDu4","2021-11-03 18:19:43","2021-11-03 18:22:11","2021-11-03 18:22:11","","7272","hev","phev, bev","not_sure","1","Gasoline","","driveway, shared_lot","","3","probablyYes","probablyNot","1994","male","","white","","hs","employed_over40","apartment","","rent","","2","prefer_not_say","","no",""
"AELhK9BRh0IbZr6sUdWFqyIbxUKk2Tfx9oEh3-9-tA-QSG1q5tnMmJZGydo796Q0","2021-11-03 18:21:06","2021-11-03 18:23:05","2021-11-03 18:23:05","","6381","hev, phev","phev, bev","not_sure","2","Gasoline","","driveway","","2","probablyNot","probablyNot","1982","female","","white","","degree_bs","disabled","detached","","own","","3","liberal","","no",""
"OJfbBK0dNk24erFGdq9pjb07Zcxcftuvwe2XhndJkZ1bf6s5XFsY7y-My-c16v6-","2021-11-03 18:21:29","2021-11-03 18:24:24","2021-11-03 18:24:24","","4797","hev","hev, phev, bev","not_sure","1","Gasoline","","street, driveway, SFH","","3","probablyYes","maybe","1975","female","","white","","degree_associate","employed_under40","detached","","rent","","5 or more","conservative","","yes",""
"C1Xwvtmo1vTjHJDQ5QMWA1dhySs3_fEKURI9-r-CPxdFQ81KI1pJI7fFY-kliosg","2021-11-03 18:21:49","2021-11-03 18:23:26","2021-11-03 18:23:26","","8419","bev","phev","2500","1","Gasoline","","driveway","","2","maybe","maybe","1992","male","","white","","hs","employed_under40","mobile","","rent","","2","moderate","","yes",""
"BafRXsh1X9dx49DDr7tSEBtI_mcciAv-IlgpSjWsWEUIZ0jb-N3ziOCaWyL4wh4s","2021-11-03 18:23:18","2021-11-03 18:26:42","2021-11-03 18:26:42","","4124","hev","hev, phev, bev","7500","0","","","prefer_not_say","","3","maybe","maybe","1978","female","","hispanic","","hs","not_employed_yes_looking","prefer_not_say","","prefer_not_say","","4","liberal","","yes",""
"F4c723sZ7rU5vNFY9mmIyBZjVCPyrNV-tnhQALF3faLl8Iy1y8nbL2yhFgw7BscF","2021-11-03 18:30:47","2021-11-03 18:34:44","2021-11-03 18:34:44","","8252","hev, phev","hev, phev, bev","not_sure","0","","","driveway, SFH","","1","maybe","definitelyNot","1983","female","","white","","hs","employed_over40","detached","","rent","","2","prefer_not_say","I don't vote","yes",""
"S2V6xOC6CNhBGtrIKL3qBwgMBQ1dHYhouSNt7eNmfCjkpUwT2CQ39HHBlkdr7ndC","2021-11-03 18:31:49","2021-11-03 18:35:33","2021-11-03 18:35:33","","2771","hev, phev","hev, phev, bev","not_sure","2","Gasoline","","driveway, SFH","","2","maybe","probablyNot","1979","female","","white","","college_some","employed_under40","detached","","own","","3","moderate","","yes",""
"VSwWAuRACNkqm-jsVsFexasbbYCgb-yTWltioLcWPn811t-L0T5JF9IbKwLQOjN_","2021-11-03 18:59:41","2021-11-03 19:01:11","2021-11-03 19:01:11","","6520","hev","phev, bev","not_sure","1","Gasoline","","SFH","","3","definitelyYes","definitelyYes","1971","female","","white","","hs","not_employed_not_looking","detached","","own","","4","moderate","","no","Nothing I can think of "
"hDFV2Had3pMU6jLeyc0rbczuSzO_9gTTbsBppo9L8v0yd63-dyBxi37Y-XbYNeq8","2021-11-03 19:21:01","2021-11-03 19:24:22","2021-11-03 19:24:22","","942","hev","hev, phev, bev","not_sure","1","Gasoline","","shared_lot","","2","definitelyNot","definitelyNot","1957","male","","white","","degree_bs","employed_under40","condo","","own","","2","conservative","","no","instructing respondents to select from among a fixed volume of ""rebate"" or ""credit"" options represents amateurish research methodology - many individuals availing themselves of this survey would never consider alternative engergy vehicles, and your results will be skewed accordingly...terrible job  by your marketing department"
"kQEjyJtrQj9hSXRJhEcTt9ZRDjGw5VRhAzFeiRKjt00zhnxXJ67k_StPrzfeB1Mr","2021-11-03 19:26:41","2021-11-03 19:30:11","2021-11-03 19:30:11","","2256","hev","phev","not_sure","2","Gasoline","","driveway, SFH","","2","definitelyYes","probablyYes","1974","female","","black","","hs","not_employed_yes_looking","detached","","own","","3","conservative","","yes","I enjoyed the survey it was fun"
"59wio95CD5nHTVhfjGdvbgThbW7v7iZC-cmtiwWhXY5fIi1WvRUizlADaVrRe8rg","2021-11-03 19:28:56","2021-11-03 19:30:51","2021-11-03 19:30:51","","7319","hev","phev","7500","1","Gasoline","","driveway","","2","maybe","maybe","1969","female","","white","","vocational","disabled","mobile","","own","","3","conservative","","prefer_not_say",""
"1FrXHBrqeZmAYXLnIxPGy2x3QNXAUAaAk8LbWMWyQ9kRS8zjF23PtOAuDm2WrQaR","2021-11-03 19:29:00","2021-11-03 19:30:43","2021-11-03 19:30:43","","2865","hev","bev","10000","1","Gasoline","","SFH","","2","probablyNot","definitelyNot","1943","male","","white","","hs","retired","detached","","own","","2","conservative","","no",""
"tx6kSMnVl25VDhyTy6Z3faw6sM0Qo51W0BepY9Us-TNRHhMTnbYQCZVajPu8ESgp","2021-11-03 19:58:41","2021-11-03 20:00:52","2021-11-03 20:00:52","","3273","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","SFH","","2","definitelyYes","probablyYes","1942","male","","white","","college_some","retired","detached","","own","","2","liberal","","no",""
"v3UAkSOQ-XABRFl8awY3NMAVwkIhxgN2tPCx919ijUin345EGntM19pCJ7kylrHe","2021-11-03 21:05:33","2021-11-03 21:07:36","2021-11-03 21:07:36","","583","hev","phev","not_sure","1","Gasoline","","shared_lot","","2","maybe","maybe","1959","female","","white","","degree_associate","retired","townhome","","rent","","1","moderate","","no",""
"nrKBlcYl-nst3xcGNsz58Qdd_mnxFox5tbVEgqGMjAZV4x4sU68B7kXPUT6MP9iR","2021-11-03 21:28:39","2021-11-03 21:30:58","2021-11-03 21:30:58","","6175","hev","phev","not_sure","1","Gasoline","","SFH","","3","maybe","maybe","1963","female","","white","","degree_associate","employed_under40","detached","","own","","1","conservative","","no","Good job."
"sTm324ZfDAFgHvYjT8y4QfeQQVP1WPfMt8XN3_jQPlrT9rADvYMXKkOg9ngleDaK","2021-11-03 21:34:49","2021-11-03 21:36:19","2021-11-03 21:36:19","","4803","hev","phev, bev","7500","1","Gasoline","","driveway, SFH","","1","definitelyYes","definitelyYes","1952","male","","white","","degree_bs","retired","detached","","own","","2","liberal","","no",""
"KmoU-EhBlNpjzxc2flS0KNvQUSFYTPITRdSF6xaUy4-qbcehk1d7LAnsNN0nBlGW","2021-11-03 21:36:11","2021-11-03 21:38:08","2021-11-03 21:38:08","","2462","hev, phev","phev, bev","not_sure","1","Gasoline","","shared_lot","","2","definitelyNot","definitelyNot","1943","male","","white","","college_some","retired","apartment","","rent","","1","conservative","","no",""
"_UVFXQ8-ev872Zd4hWnck6lOOVdlf6cl_vFbdCnh1VNZgqdxBAOeQU-ryVke0phC","2021-11-03 21:40:39","2021-11-03 21:44:17","2021-11-03 21:44:17","","615","hev","hev, bev","not_sure","1","Gasoline","","driveway","","1","definitelyYes","maybe","1955","female","","white","","college_some","retired","mobile","","own","","2","moderate","","no","It was a very interest survey"
"sR9GKXF27yqT98WE3rfWte5xhmKGCWLvpkLfj2KjazWEKHTmGEZ1jYiqWMN3urxH","2021-11-03 21:51:46","2021-11-03 21:54:32","2021-11-03 21:54:32","","3026","hev","phev, bev","not_sure","1","Gasoline","","SFH","","3","probablyNot","probablyNot","1953","male","","white","","degree_bs","retired","detached","","own","","2","moderate","","no","none"
"M94f-h30G6SRaQ27nfbo8en6MQukR_HDg-jsnDDQRQaNYYKifgnVuEQrpoU8FdTO","2021-11-03 22:15:25","2021-11-03 22:18:12","2021-11-03 22:18:12","","632","hev","phev, bev","not_sure","1","Gasoline","","SFH","","3","definitelyNot","definitelyNot","1944","male","","white","","college_some","retired","detached","","own","","1","moderate","","no",""
"AWFreWMYzx9YCN7uVxLWo3uEA4IBi6f7ZRaSrhRlQ3A1-zhD5A2grEYpoJ-OCIu_","2021-11-03 22:41:10","2021-11-03 22:43:43","2021-11-03 22:43:43","","3414","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyYes","definitelyYes","1946","male","","white","","degree_bs","employed_under40","detached","","own","","1","very_liberal","","no","I'd like to see more sections like this for adding comments."
"R1DUjFygHBSDEuXjGOKZ_fczf_KWzWLarlQBIdistRCZsMjSLiIFh-1sLCwO-zvM","2021-11-03 22:44:15","2021-11-03 22:45:29","2021-11-03 22:45:29","","5220","hev","phev","not_sure","1","Gasoline","","shared_garage","","3","probablyYes","probablyYes","1986","other","","white","","college_some","not_employed_yes_looking","apartment","","rent","","2","very_liberal","","no","None"
"WlLRxzpc55CeDhFaiIxd6kkllbcbag2slAnL_IpojNqw-qJH5-6Ic1RBBhic84ny","2021-11-03 22:46:21","2021-11-03 22:49:57","2021-11-03 22:49:57","","1116","hev, phev","phev, bev","not_sure","2","Gasoline","","driveway, SFH","","2","probablyYes","probablyYes","1945","male","","white","","degree_bs","retired","detached","","own","","2","moderate","","no",""
"OGs7pvj42ePq9O4xPdmeeCRjPWxUbpx9eDp-DAP5ngrZCKCL4w8cJ7o_JCuOvJ1A","2021-11-03 22:57:19","2021-11-03 22:59:20","2021-11-03 22:59:20","","5333","hev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1946","male","","white","","vocational","retired","detached","","own","","2","very_conservative","","no",""
"RnLE3YQ4Z97W0fDzYAnpFyCKQNhzzR7H6vFKFInlntv9ORbwr7LGVKIkciJDL1oP","2021-11-03 23:20:08","2021-11-03 23:22:05","2021-11-03 23:22:05","","1094","hev, phev","bev","7500","1","Gasoline","","driveway","","2","maybe","probablyNot","1953","female","","white","","degree_ms","retired","detached","","own","","1","very_liberal","","no",""
"3TVqcjEUtdEQmlQL-3fc6_Bbu9ROk4XvEASnPRlIOBjzd2imlDjg_FAX_xp5G0se","2021-11-03 23:45:29","2021-11-03 23:47:20","2021-11-03 23:47:20","","2285","phev","phev, bev","not_sure","1","Gasoline","","street","","2","maybe","probablyYes","1941","male","","white","","degree_ms","retired","apartment","","rent","","1","very_liberal","","no",""
"W8jO624ra_MSDzJ3ZKngA7y9-ChDgzm7Y0b0PMWoilaPF4PS3zVt9IkmQpdIvYLk","2021-11-04 00:03:22","2021-11-04 00:04:50","2021-11-04 00:04:50","","8251","hev","hev","not_sure","0","","","street","","2","maybe","maybe","1980","female","","hispanic","","degree_ms","employed_over40","townhome","","rent","","3","moderate","","no",""
"0vGKLZzt1Rvsl3w9rX3BuDg4i6S3FqqptDX-v_axsDMzIWtYiuuA9KN4b16i1mv1","2021-11-04 00:40:51","2021-11-04 00:43:27","2021-11-04 00:43:29","","6051","hev, phev","hev, phev, bev","not_sure","1","Gasoline","","street, driveway","","1","probablyNot","probablyNot","1985","female","","white","","college_some","not_employed_not_looking","detached","","own","","4","liberal","","no",""
"DbQ3Mox16v0GIsLmde-dG9kOJpkzG3iPLqC_BjPBtve4JX8puRRlxZ2ZJJAOMcS9","2021-11-04 00:45:02","2021-11-04 00:47:04","2021-11-04 00:47:05","","5450","hev","hev, phev, bev","not_sure","1","Gasoline","","SFH","","2","probablyNot","definitelyNot","1947","female","","white","","degree_bs","retired","detached","","own","","1","moderate","","no",""
"bwTudXnQWAFmxCqffPqgj7FNZqCrLT1vw_zmlpK4J02mOl8sKjlUINf3q1RWVdMl","2021-11-04 00:51:31","2021-11-04 00:55:48","2021-11-04 00:55:48","","3538","","","not_sure","3","Gasoline","","driveway","Inside a locked gate under a carport or under shade","2","probablyNot","probablyNot","1944","female","","white","","vocational","retired","detached","","own","","1","conservative","","yes",""
"W-11ZXOK9Ym7tYDEddfH6m8GeHj-sNttJ7jFYfWo1CAdQOaDqggdhWUmmqJtrU_C","2021-11-04 01:52:09","2021-11-04 01:55:06","2021-11-04 01:55:06","","5713","hev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1951","male","","white","","vocational","retired","townhome","","rent","","1","very_conservative","","no","none"
"WI1bLlHcZcU4OmuqMqeUoan97M1_NYIJMgBvBUnxvuGunhBb1FYUyXvMOyJCdK3H","2021-11-04 01:54:37","2021-11-04 01:57:53","2021-11-04 01:57:53","","8177","hev, phev","phev, bev","not_sure","2","Gasoline","","driveway","","2","definitelyNot","definitelyNot","1953","male","","white","","degree_associate","retired","detached","","own","","2","very_conservative","","no","electric vehicles might be the future, but do not suit my lifestyle"
"UI1i0ZMtyT6oIE5AG5RU429xq2bheQF4CbxnmMOWl5C9AL252qF09q0_KDVgVRv2","2021-11-04 01:55:58","2021-11-04 01:58:15","2021-11-04 01:58:16","","287","phev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","maybe","maybe","1954","female","","white","","degree_ms","employed_under40","detached","","own","","2","conservative","","yes","Great survey"
"Yk6IPjLXQs0ay_5-bxYo3xRzgCHn0yJ8goBN6wxsJ9SAX52iByB1HJvSAbROBaFI","2021-11-04 01:59:52","2021-11-04 02:02:26","2021-11-04 02:02:26","","7829","hev, phev","phev, bev","not_sure","1","Gasoline","","SFH","","2","maybe","probablyYes","1950","male","","white","","degree_bs","retired","detached","","own","","2","moderate","","no","no"
"UicBrLddTG5h16102o6RShDQ0wPE6h_4p_e49YmlorKsbtTBvvSzXSqKeh_W17by","2021-11-04 02:16:40","2021-11-04 02:19:18","2021-11-04 02:19:18","","7452","hev, phev","phev, bev","not_sure","1","Gasoline","","SFH","","2","maybe","maybe","1931","female","","white","","college_some","retired","detached","","own","","1","conservative","","no",""
"CjaYK1zETzKRcaw30rfaommgBohtbbdFWnzmAE2cfBB1QcVK4gzel0u5GJcIKBkn","2021-11-04 02:23:10","2021-11-04 02:25:12","2021-11-04 02:25:12","","1498","phev","hev","not_sure","2","Gasoline","","street","","3","probablyNot","probablyNot","1958","female","","white","","college_some","not_employed_yes_looking","detached","","rent","","4","moderate","","yes","Enjoy thanks"
"mmrZ_HdAAG6ctWUpLBnAKwMes1v42NfNrH1TJIReprRFbhFu4YgnqPZd3wq5DBWQ","2021-11-04 03:03:02","2021-11-04 03:04:50","2021-11-04 03:04:50","","8839","hev","hev, phev, bev","not_sure","1","Gasoline","","driveway","","2","probablyYes","definitelyYes","1982","male","","white","","hs","employed_under40","detached","","rent","","2","conservative","","no","Good survey"
"B8VDvnuSw16rUdd2vpYGIZJMzAg9YV2Rj_vJk8APgOvuTZ-Agx8ejWjDMU2RhVk8","2021-11-04 03:03:29","2021-11-04 03:05:11","2021-11-04 03:05:11","","5177","phev","hev, phev, bev","7500","1","Gasoline","","SFH","","2","maybe","probablyNot","1948","female","","white","","degree_bs","retired","detached","","rent","","1","liberal","","no",""
"zhXSK0vRxUfdaPCahL1wK5sAOjb6LtUKHQ0BKITiuyl4VfPW6PRHnuAx_yg24lFr","2021-11-04 03:11:43","2021-11-04 03:17:00","2021-11-04 03:17:00","","2078","hev","phev","not_sure","2","Gasoline","","shared_garage, shared_lot","","2","probablyNot","probablyNot","1949","male","","white","","vocational","retired","condo","","own","","2","moderate","","no",""
"PQw02FKI9XWlLHIPs7tXv5MRlEsUfHC_ctiEON1Fi4rHvQJHTzvpB9tpNyci-dOq","2021-11-04 03:14:41","2021-11-04 03:17:41","2021-11-04 03:17:41","","720","hev, phev","phev, bev","not_sure","1","Gasoline","","driveway, SFH","","2","probablyYes","probablyYes","1947","male","","white","","degree_bs","retired","detached","","own","","1","very_liberal","","no","no"
"-_1NPFQj3uXoTE5ub14e44FicY80g_RVYUO4lDWC0wX8twKn_KhjcNj0NTNZHSwn","2021-11-04 03:14:42","2021-11-04 03:21:18","2021-11-04 03:21:18","","7657","hev","phev","not_sure","2","Gasoline","","driveway","","1","probablyYes","maybe","1947","female","","white","","college_some","retired","detached","","own","","2","moderate","","no","I like this survey.  It gets to the point about the incentives allowable to invest in an electric vehicle."
"Vra44RVJ6yrjq-8d_-5SDu_qWTUyiWt5S2fC9K7T5hPfJ6QwkCKjqt2-fn-TPHqo","2021-11-04 03:37:41","2021-11-04 03:41:30","2021-11-04 03:41:30","","2266","hev, phev","phev","7500","1","Gasoline","","driveway","","2","maybe","maybe","1951","female","","white","","college_some","retired","detached","","rent","","1","liberal","","no",""
"IlVqgIbbYuXZEg3SFCdo5Ngm_5itQUd7xxGSST3Z8PgvM5aAmgBI45D05KKiTo2c","2021-11-04 03:50:11","2021-11-04 03:52:03","2021-11-04 03:52:03","","3810","hev, phev","phev, bev","7500","1","Gasoline","","driveway","","2","probablyNot","definitelyNot","1966","male","","white","","degree_associate","employed_under40","apartment","","rent","","1","moderate","","no",""
"lP60xbbsxh2lpm5wks7C8soYHPcwWHnUpeacH1h5qbYeRHn2mB8MZiLhuy3GLH9d","2021-11-04 03:53:17","2021-11-04 03:54:22","2021-11-04 03:54:22","","282","hev","phev","not_sure","1","Gasoline","","shared_lot","","2","definitelyNot","definitelyNot","1972","female","","white","","degree_bs","employed_over40","apartment","","rent","","2","moderate","","no",""
